,Turn,Speaker,Text,True,Pred,Don_true,Don_pred
0,0,0,Hi!,Not-a-strategy,Not-a-strategy,0,0.2753415107727051
1,0,0,How are you today?,Not-a-strategy,Not-a-strategy,0,0.33554700016975403
2,1,1,I'm great.,Not-a-strategy,Not-a-strategy,0,0.3490039110183716
3,2,1,How about yourself?,Not-a-strategy,Not-a-strategy,0,0.35202887654304504
4,2,0,"I'm doing great, thanks.",Not-a-strategy,Not-a-strategy,0,0.35276803374290466
5,3,0,Do you donate at all?,Not-a-strategy,Not-a-strategy,0,0.35587218403816223
6,3,1,"I do donate sometimes, yes.",Not-a-strategy,Not-a-strategy,0,0.3997848927974701
7,4,0,"that's great, have you ever donated to save the children?",Not-a-strategy,Not-a-strategy,0,0.41719838976860046
8,5,1,"I have donated a couple of times; like for the St Jude's Hospital, red nose day and March of Dimes.",Self Assertion-Empowerment,Not-a-strategy,0,0.36858388781547546
9,5,1,I do what I can to give back.,Not-a-strategy,Not-a-strategy,0,0.3553980588912964
10,6,0,That is really great.,Not-a-strategy,Not-a-strategy,0,0.34798121452331543
11,6,0,"I know how hard it can be to give, but it's amazing how a small amount can make such a big difference",Not-a-strategy,Not-a-strategy,0,0.3431406319141388
12,7,1,That is very true.,Not-a-strategy,Not-a-strategy,0,0.34225958585739136
13,8,1,"If more people gave, even it's a small amount, it truly adds up and can make a difference.",Not-a-strategy,Not-a-strategy,0,0.3422151505947113
14,9,0,You are very right.,Not-a-strategy,Not-a-strategy,0,0.3466353416442871
15,0,0,Have you heard of the Save the Children non profit organization?,Not-a-strategy,Not-a-strategy,0,0.26979342103004456
16,1,1,"Hello, yes I have but I am not sure what the charity works towards",Hesitance-Hesitance,Not-a-strategy,0,0.32638588547706604
17,1,0,"It is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Not-a-strategy,Not-a-strategy,0,0.3381485641002655
18,1,1,Ah ok very nice.,Not-a-strategy,Hesitance-Hesitance,0,0.34461143612861633
19,2,1,It sounds like a good charity.,Not-a-strategy,Not-a-strategy,0,0.3422470688819885
20,2,1,Are you thinking of donating to it?,Counter Argumentation-Contesting,Not-a-strategy,0,0.34331831336021423
21,3,0,I am thinking about it.,Not-a-strategy,Hesitance-Hesitance,0,0.343429297208786
22,3,0,I was hoping you would think about it too.,Not-a-strategy,Not-a-strategy,0,0.40503716468811035
23,3,0,It just sucks that millions of Syrian children have grown up facing the daily threat of violence.,Not-a-strategy,Information Inquiry-Contesting,0,0.48173171281814575
24,4,0,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",Not-a-strategy,Not-a-strategy,0,0.3756529986858368
25,4,0,This makes me angry and was wondering if it did the same for you?,Not-a-strategy,Not-a-strategy,0,0.5173349976539612
26,4,1,"Yes, I definitely understand you.",Not-a-strategy,Not-a-strategy,0,0.42309731245040894
27,5,1,It is very difficult to see on the news what is happening in Syria and the violence and terrorism that is going on in the country,Counter Argumentation-Contesting,Not-a-strategy,0,0.39891567826271057
28,5,0,I know it is crazy.,Not-a-strategy,Not-a-strategy,0,0.3929455280303955
29,5,0,Sometimes I think about the little things I buy.,Not-a-strategy,Not-a-strategy,0,0.39727357029914856
30,6,0,Like yesterday I had a craving for candy so I bought a bag of smarties for $2.79.,Not-a-strategy,Not-a-strategy,0,0.6137204170227051
31,6,0,Sometimes I wonder how much it could help someone else instead of just satisfying my cravings.,Not-a-strategy,Not-a-strategy,0,0.45829692482948303
32,7,1,Yes that is very true.,Not-a-strategy,Not-a-strategy,0,0.46719416975975037
33,7,1,I usually donate $1.00 or $2.00 at restaurants or stores whenever they ask me if I would like to donate.,Self Assertion-Empowerment,Not-a-strategy,0,0.44364798069000244
34,7,1,I think it is the least I could do.,Not-a-strategy,Not-a-strategy,0,0.4724591076374054
35,8,0,That is nice.,Not-a-strategy,Not-a-strategy,0,0.7294172048568726
36,9,0,I try to do the same if I have the extra money.,Not-a-strategy,Not-a-strategy,0,0.5366517305374146
37,9,0,Usually it is not something I am a strong believer in though.,Not-a-strategy,Not-a-strategy,0,0.4891798794269562
38,0,0,Hello.,Not-a-strategy,Not-a-strategy,1,0.28488418459892273
39,1,0,Are you willing to donate to Save the Children charity from your pyament from this task?,Not-a-strategy,Not-a-strategy,1,0.5218799114227295
40,2,1,"Hello, yes I am willing to donate my payment from this task for the Save the Children charity",Not-a-strategy,Not-a-strategy,1,0.478232741355896
41,3,0,It is a good charity and i is international.,Not-a-strategy,Not-a-strategy,1,0.42224788665771484
42,4,0,How about donating the entore $2.,Not-a-strategy,Not-a-strategy,1,0.4086630940437317
43,4,0,Every bit helps?,Not-a-strategy,Not-a-strategy,1,0.5327494740486145
44,5,1,"I have no problem donating the entire $2, and I agree, every bit does help!",Not-a-strategy,Not-a-strategy,1,0.5251754522323608
